编号	产物名	mtime	sizeBytes	sha256	config	设备报告	备注
G0	CensorProbeG0.apk	2026-09-20 17:15:08	17764891	B243B8C099D9E073A82987CFE66B015979611EEF41B1867AF0D28D6AA4886833	empty	censor_probe_report.txt	空包 ARM64/IL2CPP，真机启动 OK
G1a	CensorProbeG1a.apk	2026-09-20 17:30:43	18264870	6A05AC8405F9317F48C88FBBE16B465FC1C14EB9FA2431CA1FA9F97DF5DD8A6D	yooasset-minimal	g1a_report.txt / g1a_report_run2.txt	YooAsset 链路，重复启动 launchIndex=2
G1b-1	CensorProbeG1b_included_TRUE.apk	2026-09-20 17:56:49	39022548	C3572086B96CF24E3C07AFD6051E1760FEE98720BE3AD8D1ADAE3877822C6068	included=true	g1b_report.txt	16 项里 fail=1（判据硬编码），已保留为 included=true 基线
G1b-2	CensorProbeG1b.apk	2026-09-20 18:10:25	39026537	8FE127727B407CB5D7389DCEB5E3F3B6E087A9226651E1B7CF0258E5FB1E4B3F	root-only	g1b_ro_report.txt	当前版：动态判据+60s交互窗口，pass=16 fail=0 notVerified=1，lightTaps=1 audioTaps=2
G1b-3	(CensorProbeG1b.apk 已被覆盖)	-	39026537	d0f9ede81f0673321bec05f93ec98ae3e4e92fd12fa0404e5042ee7e55914d59	root-only	-	已被 G1b-2 覆盖；09 文档误引用此 hash，已更正
CensorPort_P1_b01.apk	P1-real-game	932811337	d862799e01fdf121e701dfee1ead309e281712b77800d841e9a8f66f0c4f3931	2026-09-21 10:36:17	Succeeded
CensorPort_P1_b02.apk	P1-real-game	932811457	9d0a50d5d31d7c4b7edd16dfb0eb11eef993ba7bb4780be1ba767321b7c5a55f	2026-09-21 10:46:32	Succeeded
CensorPort_P1_b03.apk	P1-real-game	932810514	e95c36025ac64decc7374f276cbb26739cfa6bb45c5e7476c5893d9125d1cad8	2026-09-21 10:56:50	Succeeded
CensorPort_P1_b04.apk	P1-real-game	932818480	468e893a1c1a0b36e5e1509d8f5cdd7eedaa265643135d151f51c0dc6f0b8eef	2026-09-21 11:04:12	Succeeded
CensorPort_P1_b05.apk	P1-real-game	932818492	80db654a674df84a27850fd2a55dbcfc72594ca9a330bf737bcb0bd1fad1ff56	2026-09-21 11:15:14	Succeeded
CensorPort_P1_b06.apk	P1-real-game	932817717	9a62e69ec97d5b24b4cabce7596e0f0bfb4a0561b8f5ed80c238d26f9f285581	2026-09-21 11:24:32	Succeeded
CensorPort_P1_b07.apk	P1-real-game+debugswitches-dev	1042949250	eebb25297edc7ac70c8f409092e59657067641fecf3a40587bdb85771a02b3c2	2026-09-21 12:00:41	Succeeded
CensorPort_P1_b08.apk	P1-real-game+debugswitches-dev	1060309177	fcc698f5edf244ec220edf1d1e9170479f5fb725664a768a7da2a7074d85386d	2026-09-21 12:09:14	Succeeded
CensorPort_P1_b09.apk	P1-real-game+debugswitches-dev	1060135543	3f136f4b78cbe3ce435fe428c7498aa6bacf39c02df09a00706d02fc8969c9f0	2026-09-21 13:59:31	Succeeded
CensorPort_P1_b10.apk	P1-real-game+debugswitches-dev	1060139781	9719bb55218109f14f8798db8543415317a72d9c83c83bfc96549eba6a0edfd8	2026-09-21 14:07:22	Succeeded
CensorPort_P1_b11.apk	P1-real-game+debugswitches-dev	1087940684	01d809b492f47ca6aba226c52ec60669c047fda96510ddcdccfe25630da90799	2026-09-21 14:25:38	Succeeded
CensorPort_P1_b12.apk	P1-real-game+debugswitches-dev	1087940684	439d22c33842c52842f1fa014935ad0237fcef502a4ef2b07c2394dcb85d2064	2026-09-21 14:46:28	Succeeded
CensorPort_P1_b13.apk	P1-real-game+debugswitches-dev	1087940684	205220ad23fffad8dd1185101032b9256774ab9c005dc5442e6d3145a94886cb	2026-09-21 14:55:23	Succeeded
CensorPort_P1_b14.apk	P1-real-game+debugswitches-dev	1087940684	935de2930862959c4d428aa703f553490af2ee1243603fd973dc59fe2797b3a3	2026-09-21 15:24:45	Succeeded
CensorPort_P1_b15.apk	P1-real-game+debugswitches-dev	1087940778	f089a14e2d07742c6815b7bb61f405222d942722bb523f6f6d4548b899d73a27	2026-09-21 15:44:33	Succeeded
CensorPort_P1_b16.apk	P1-real-game+debugswitches-dev	1087940778	23cc9b8c87333e5b1a9821556a4e04313ac0104fd7cc7f07fc1f334db628327e	2026-09-21 16:04:27	Succeeded
CensorPort_P1_b17.apk	P1-real-game+debugswitches-dev	1087940778	5a93b588847bd593f0ce8139cb8574c5996ba3faa80e7c6c0a5d1bb52e341f06	2026-09-21 16:14:07	Succeeded
CensorPort_P1_b18.apk	P1-real-game+debugswitches-dev	1087940778	6125f6a004dab453cd1648d42c9400ea5ad99d86de6bd5ecce579a9ad7d53e82	2026-09-21 16:26:50	Succeeded
CensorPort_P1_b19.apk	P1-real-game+debugswitches-dev	1087940778	61d66700c2f0ef771b4894c578b6934c8576c127af697db10945ae23ef028d59	2026-09-21 16:47:07	Succeeded
CensorPort_P1_b20.apk	P1-real-game+debugswitches-dev	1087940778	a8a60ce0c7fcb34e44b9c4790e08d31de29da8d09baac2bb5212c6f7b56ba884	2026-09-21 17:09:55	Succeeded
CensorPort_P1_b21.apk	P1-real-game+debugswitches-dev	1087940778	498522415fc70759c73f814eff7bdb713eb073a5c651d25f04db2be3e6dd06a5	2026-09-21 17:25:52	Succeeded
CensorPort_P1_b23.apk	P1-real-game+debugswitches-dev	1087940778	578bc40be0def321ddc4ecb935c55153a5c71e879f830a54b3c42a79361f59ba	2026-09-21 17:49:23	Succeeded
CensorPort_P1_b24.apk	P1-real-game+debugswitches-dev	1087940778	87b6f68a4efd93b5a471de316c06047696193df4847f3cff456b786075fc974a	2026-09-21 17:59:07	Succeeded
CensorPort_P1_b25.apk	P1-real-game+debugswitches-dev	1087940778	d9bc6e6abe46a18ee1722619875151f8ad38d14fc09be2d46f0cc7b5dbaa7a27	2026-09-21 18:10:16	Succeeded
CensorPort_P1_b01.apk	P1-real-game+debugswitches-dev	1087940778	b6f3c049602937fe5691458c465ab95c7eff2b31e3e956c55c59b66df2d19035	2026-09-21 18:19:15	Succeeded
CensorPort_P1_b26.apk	P1-real-game+debugswitches-dev	1087940778	b6f3c049602937fe5691458c465ab95c7eff2b31e3e956c55c59b66df2d19035	2026-09-21 18:20:24	Succeeded
CensorPort_P1_b01.apk	P1-real-game+debugswitches-dev	1087940778	a767c70c1517184ac321ce8aa012ae25674a609c8df33a40bf013efdc766dc45	2026-09-21 18:26:59	Succeeded
CensorPort_P1_b01.apk	P1-real-game+debugswitches-dev	1087940778	c656d254e3505bfa58fc8463a78c6f1fe7427b75f964c223c20f99283fdd6e04	2026-09-21 18:36:32	Succeeded
CensorPort_P1_b29.apk	P1-real-game	932834522	e20d821017c513bc2a8ee24854fad829d23b0a90745ec47a86d717f198887e29	2026-09-21 20:19:47	Succeeded
CensorPort_P1_b30.apk	P1-real-game+debugswitches-dev	1087940778	a692bd54d36e90274d78d1e5423e3daaa0fb49d79eb12fbc5d5a7b64d62405d4	2026-09-21 23:44:07	Succeeded
CensorPort_P1_b31.apk	P1-real-game	932831417	1d8a4644227fbd023518b9febca07fe569ade8007df94ed731982da9d5e598fa	2026-09-21 23:58:11	Succeeded
CensorPort_P1_b32.apk	P1-real-game	932830835	4ddb7d13d6730760d9a1316f8b86a6d56e52db01eb70fc82dee76dad16f4e40e	2026-09-22 00:09:47	Succeeded
CensorPort_P1_b33.apk	P1-real-game	932629173	d5162dbe7347f2ed4a4136facfdd8ab1123ba8857a977d248871a7cb8c3f90aa	2026-09-22 00:28:31	Succeeded
CensorPort_P1_b34.apk	P1-real-game+debugswitches-dev	1082318244	d47d6d9705999efe69c858a8ae6f6cf51e53195d490cd348cf72900de61dfc1e	2026-09-22 00:47:03	Succeeded
CensorPort_P1_b35.apk	P1-real-game	932639210	10208f25132745736b0492a68faddca6e2c8894afce5bcdebf57cd9f2f4c870b	2026-09-22 00:56:09	Succeeded
CensorPort_P1_b36.apk	P1-real-game	932642782	3ef02da453c0ffcc8098ff3c6da2ead6e09258f193bbd271d614996496935805	2026-09-22 01:05:53	Succeeded
CensorPort_P1_b37.apk	P1-real-game	933094074	29b6d3a553cafa367e55e79c7bc5bcc0eb4d47953b8a0395cb72b851cea1c4fe	2026-09-22 01:23:27	Succeeded
CensorPort_P1_b38.apk	P1-real-game	933094628	9adf3122559a358669288e58e2d7c8c18388e520f99484f3999c2af4317039ab	2026-09-22 01:34:45	Succeeded
CensorPort_P1_b39.apk	P1-real-game+debugswitches-dev	1100155693	a21de1bca658dd77c777d7e1da9c42e5ae3605152049336f5a8fc7bc459fb563	2026-09-22 01:45:34	Succeeded
CensorPort_P1_b40.apk	P1-real-game	933087407	257c3ff55762cd5cb2180c15c7a3ad350bfde4cd37317c883f4a6b1bd9d17fc6	2026-09-22 01:51:54	Succeeded
CensorPort_P1_b41.apk	P1-real-game+debugswitches-dev	1100155693	bfa7fdcf96da8fa02d208888bc9a49c7cbdda8cb76c61eea908b474f3ad8e0e0	2026-09-22 10:58:25	Succeeded
